% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
4.75	5	1	1	76	3	264	659738	244	664071	0.00102012	0.000589778	0	0.003	2721.6	1944.5	105	9422	
4.75	5	3	2	4	3	48	162201	46	171473	0.00210256	0.00094678	0	0.003225	3727.67	4616.11	23	9422	
4.75	5	1	3	8	3	40	171380	29	170428	0.00263781	0.00103203	0	0.00383214	5876.83	4615.34	22	9422	
4.75	5	6	4	79	3	86	164478	87	173874	0.00143066	0.00106035	0	0.00383214	1998.55	3813.8	4	9422	
4.75	5	6	5	76	3	425	717385	419	719291	0.000914172	0.000471141	0	0.003	1716.68	1985.05	28	9422	
4.75	5	8	6	84	3	375	273364	356	261988	0.000958033	0.00048761	0.000707141	0.003	735.921	1949.47	50	9422	
4.75	5	6	7	78	3	515	462004	535	465371	0.000918556	0.000477968	0	0.003	869.852	1640.51	22	9422	
4.75	5	1	8	13	3	47	170887	18	169596	0.003	0	0.003	0.003	9422	0	9422	9422	
4.75	5	1	9	6	3	39	170872	20	169723	0.00278321	0.000667253	0.00083214	0.003	8486.15	2880.52	22	9422	
4.75	5	6	10	77	3	639	1023284	702	1063155	0.000873822	0.000499168	0	0.003	1514.47	1510.55	7	9422	
4.75	5	7	11	76	3	394	563913	374	559378	0.000947362	0.000477845	0.000724998	0.003	1495.66	1795.74	105	9422	
4.75	5	3	12	89	3	749	1920426	747	1918385	0.000897965	0.000359829	0	0.003	2568.12	1149.25	22	9422	
4.75	5	1	13	3	3	43	172056	17	160174	0.003	0	0.003	0.003	9422	0	9422	9422	
4.75	5	6	14	80	3	163	178653	154	177827	0.00113529	0.000791665	0	0.00408214	1154.72	3017.57	13	9422	
