% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.43	0	0	44	1	4	28	9422	0
0.431	0	0	44	2	1	24	6882	0
0.432	0	0	44	3	5	24	6882	0
0.433	0	0	44	4	6	26	7708	0
0.434	0	0	44	5	7	24	6882	0
0.435	0	0	44	6	8	28	9422	0
0.436	0	0	44	7	9	28	9422	0
0.437	0	0	44	8	10	24	6882	0
0.438	0	0	44	9	11	26	7708	0
0.439	0	0	44	10	12	28	9422	0
0.44	0	0	45	1	13	28	9422	0
0.441	0	0	45	2	14	24	6882	0
0.456	0	0	46	7	2	28	9422	0
0.457	0	0	46	8	3	28	9422	0
0.458	0	0	46	9	4	28	9422	0
0.459	0	0	46	10	1	24	6882	0
0.46	0	0	47	1	5	24	6882	0
0.461	0	0	47	2	6	26	7708	0
0.462	0	0	47	3	7	24	6882	0
0.463	0	0	47	4	8	28	9422	0
0.464	0	0	47	5	9	28	9422	0
0.465	0	0	47	6	10	24	6882	0
0.466	0	0	47	7	11	26	7708	0
0.467	0	0	47	8	12	28	9422	0
0.468	0	0	47	9	13	28	9422	0
0.469	0	0	47	10	14	24	6882	0
0.484	0	0	49	5	2	28	9422	0
0.485	0	0	49	6	3	28	9422	0
0.486	0	0	49	7	4	28	9422	0
0.487	0	0	49	8	1	24	6882	0
0.488	0	0	49	9	5	24	6882	0
0.489	0	0	49	10	6	26	7708	0
0.49	0	0	50	1	7	24	6882	0
0.491	0	0	50	2	8	28	9422	0
0.492	0	0	50	3	9	28	9422	0
0.493	0	0	50	4	10	24	6882	0
0.494	0	0	50	5	11	26	7708	0
0.495	0	0	50	6	12	28	9422	0
0.496	0	0	50	7	13	28	9422	0
0.497	0	0	50	8	14	24	6882	0
0.512	0	0	52	3	2	28	9422	0
0.513	0	0	52	4	3	28	9422	0
0.514	0	0	52	5	4	28	9422	0
0.515	0	0	52	6	1	24	6882	0
0.516	0	0	52	7	5	24	6882	0
0.517	0	0	52	8	6	26	7708	0
0.518	0	0	52	9	7	24	6882	0
0.519	0	0	52	10	8	28	9422	0
0.52	0	0	53	1	9	28	9422	0
0.521	0	0	53	2	10	24	6882	0
0.522	0	0	53	3	11	26	7708	0
0.523	0	0	53	4	12	28	9422	0
0.524	0	0	53	5	13	28	9422	0
0.525	0	0	53	6	14	24	6882	0
0.54	0	0	55	1	2	28	9422	0
0.541	0	0	55	2	3	28	9422	0
0.542	0	0	55	3	4	28	9422	0
0.543	0	0	55	4	1	24	6882	0
0.544	0	0	55	5	5	24	6882	0
0.545	0	0	55	6	6	26	7708	0
0.546	0	0	55	7	7	24	6882	0
0.547	0	0	55	8	8	28	9422	0
0.548	0	0	55	9	9	28	9422	0
0.549	0	0	55	10	10	24	6882	0
0.55	0	0	56	1	11	26	7708	0
0.551	0	0	56	2	12	28	9422	0
0.552	0	0	56	3	13	28	9422	0
0.553	0	0	56	4	14	24	6882	0
0.568	0	0	57	9	2	28	9422	0
0.569	0	0	57	10	3	28	9422	0
0.57	0	0	58	1	4	28	9422	0
0.571	0	0	58	2	1	24	6882	0
0.572	0	0	58	3	5	24	6882	0
0.573	0	0	58	4	6	26	7708	0
0.574	0	0	58	5	7	24	6882	0
0.575	0	0	58	6	8	28	9422	0
0.576	0	0	58	7	9	28	9422	0
0.577	0	0	58	8	10	24	6882	0
0.578	0	0	58	9	11	26	7708	0
0.579	0	0	58	10	12	28	9422	0
0.58	0	0	59	1	13	28	9422	0
0.581	0	0	59	2	14	24	6882	0
0.596	0	0	60	7	2	28	9422	0
0.597	0	0	60	8	3	28	9422	0
0.598	0	0	60	9	4	28	9422	0
0.599	0	0	60	10	1	24	6882	0
0.6	0	0	61	1	5	24	6882	0
0.601	0	0	61	2	6	26	7708	0
0.602	0	0	61	3	7	24	6882	0
0.603	0	0	61	4	8	28	9422	0
0.604	0	0	61	5	9	28	9422	0
0.605	0	0	61	6	10	24	6882	0
0.606	0	0	61	7	11	26	7708	0
0.607	0	0	61	8	12	28	9422	0
0.608	0	0	61	9	13	28	9422	0
0.609	0	0	61	10	14	24	6882	0
0.624	0	0	63	5	2	28	9422	0
0.625	0	0	63	6	3	28	9422	0
0.626	0	0	63	7	4	28	9422	0
0.627	0	0	63	8	1	24	6882	0
0.628	0	0	63	9	5	24	6882	0
0.629	0	0	63	10	6	26	7708	0
0.63	0	0	64	1	7	24	6882	0
0.631	0	0	64	2	8	28	9422	0
0.632	0	0	64	3	9	28	9422	0
0.633	0	0	64	4	10	24	6882	0
0.634	0	0	64	5	11	26	7708	0
0.635	0	0	64	6	12	28	9422	0
0.636	0	0	64	7	13	28	9422	0
0.637	0	0	64	8	14	24	6882	0
0.652	0	0	66	3	2	28	9422	0
0.653	0	0	66	4	3	28	9422	0
0.654	0	0	66	5	4	28	9422	0
0.655	0	0	66	6	1	24	6882	0
0.656	0	0	66	7	5	24	6882	0
0.657	0	0	66	8	6	26	7708	0
0.658	0	0	66	9	7	24	6882	0
0.659	0	0	66	10	8	28	9422	0
0.66	0	0	67	1	9	28	9422	0
0.661	0	0	67	2	10	24	6882	0
0.662	0	0	67	3	11	26	7708	0
0.663	0	0	67	4	12	28	9422	0
0.664	0	0	67	5	13	28	9422	0
0.665	0	0	67	6	14	24	6882	0
0.68	0	0	69	1	2	28	9422	0
0.681	0	0	69	2	3	28	9422	0
0.682	0	0	69	3	4	28	9422	0
0.683	0	0	69	4	1	24	6882	0
0.684	0	0	69	5	5	24	6882	0
0.685	0	0	69	6	6	26	7708	0
0.686	0	0	69	7	7	24	6882	0
0.687	0	0	69	8	8	28	9422	0
0.688	0	0	69	9	9	28	9422	0
0.689	0	0	69	10	10	24	6882	0
0.69	0	0	70	1	11	26	7708	0
0.691	0	0	70	2	12	28	9422	0
0.692	0	0	70	3	13	28	9422	0
0.693	0	0	70	4	14	24	6882	0
0.708	0	0	71	9	2	28	9422	0
0.709	0	0	71	10	3	28	9422	0
0.71	0	0	72	1	4	28	9422	0
0.711	0	0	72	2	1	24	6882	0
0.712	0	0	72	3	5	24	6882	0
0.713	0	0	72	4	6	26	7708	0
0.714	0	0	72	5	7	24	6882	0
0.715	0	0	72	6	8	28	9422	0
0.716	0	0	72	7	9	28	9422	0
0.717	0	0	72	8	10	24	6882	0
0.718	0	0	72	9	11	26	7708	0
0.719	0	0	72	10	12	28	9422	0
0.72	0	0	73	1	13	28	9422	0
0.721	0	0	73	2	14	24	6882	0
0.736	0	0	74	7	2	28	9422	0
0.737	0	0	74	8	3	28	9422	0
0.738	0	0	74	9	4	28	9422	0
0.739	0	0	74	10	1	24	6882	0
0.74	0	0	75	1	5	24	6882	0
0.741	0	0	75	2	6	26	7708	0
0.742	0	0	75	3	7	24	6882	0
0.743	0	0	75	4	8	28	9422	0
0.744	0	0	75	5	9	28	9422	0
0.745	0	0	75	6	10	24	6882	0
0.746	0	0	75	7	11	26	7708	0
0.747	0	0	75	8	12	28	9422	0
0.748	0	0	75	9	13	28	9422	0
0.749	0	0	75	10	14	24	6882	0
0.764	0	0	77	5	2	28	9422	0
0.765	0	0	77	6	3	28	9422	0
0.766	0	0	77	7	4	28	9422	0
0.767	0	0	77	8	1	24	6882	0
0.768	0	0	77	9	5	24	6882	0
0.769	0	0	77	10	6	26	7708	0
0.77	0	0	78	1	7	24	6882	0
0.771	0	0	78	2	8	28	9422	0
0.772	0	0	78	3	9	28	9422	0
0.773	0	0	78	4	10	24	6882	0
0.774	0	0	78	5	11	26	7708	0
0.775	0	0	78	6	12	28	9422	0
0.776	0	0	78	7	13	28	9422	0
0.777	0	0	78	8	14	24	6882	0
0.792	0	0	80	3	2	28	9422	0
0.793	0	0	80	4	3	28	9422	0
0.794	0	0	80	5	4	28	9422	0
0.795	0	0	80	6	1	24	6882	0
0.796	0	0	80	7	5	24	6882	0
0.797	0	0	80	8	6	26	7708	0
0.798	0	0	80	9	7	24	6882	0
0.799	0	0	80	10	8	28	9422	0
0.8	0	0	81	1	9	28	9422	0
0.801	0	0	81	2	10	24	6882	0
0.802	0	0	81	3	11	26	7708	0
0.803	0	0	81	4	12	28	9422	0
0.804	0	0	81	5	13	28	9422	0
0.805	0	0	81	6	14	24	6882	0
0.82	0	0	83	1	2	28	9422	0
0.821	0	0	83	2	3	28	9422	0
0.822	0	0	83	3	4	28	9422	0
0.823	0	0	83	4	1	24	6882	0
0.824	0	0	83	5	5	24	6882	0
0.825	0	0	83	6	6	26	7708	0
0.826	0	0	83	7	7	24	6882	0
0.827	0	0	83	8	8	28	9422	0
0.828	0	0	83	9	9	28	9422	0
0.829	0	0	83	10	10	24	6882	0
0.83	0	0	84	1	11	26	7708	0
0.831	0	0	84	2	12	28	9422	0
0.832	0	0	84	3	13	28	9422	0
0.833	0	0	84	4	14	24	6882	0
0.848	0	0	85	9	2	28	9422	0
0.849	0	0	85	10	3	28	9422	0
0.85	0	0	86	1	4	28	9422	0
0.851	0	0	86	2	1	24	6882	0
0.852	0	0	86	3	5	24	6882	0
0.853	0	0	86	4	6	26	7708	0
0.854	0	0	86	5	7	24	6882	0
0.855	0	0	86	6	8	28	9422	0
0.856	0	0	86	7	9	28	9422	0
0.857	0	0	86	8	10	24	6882	0
0.858	0	0	86	9	11	26	7708	0
0.859	0	0	86	10	12	28	9422	0
0.86	0	0	87	1	13	28	9422	0
0.861	0	0	87	2	14	24	6882	0
0.876	0	0	88	7	2	28	9422	0
0.877	0	0	88	8	3	28	9422	0
0.878	0	0	88	9	4	28	9422	0
0.879	0	0	88	10	1	24	6882	0
0.88	0	0	89	1	5	24	6882	0
0.881	0	0	89	2	6	26	7708	0
0.882	0	0	89	3	7	24	6882	0
0.883	0	0	89	4	8	28	9422	0
0.884	0	0	89	5	9	28	9422	0
0.885	0	0	89	6	10	24	6882	0
0.886	0	0	89	7	11	26	7708	0
0.887	0	0	89	8	12	28	9422	0
0.888	0	0	89	9	13	28	9422	0
0.889	0	0	89	10	14	24	6882	0
0.904	0	0	91	5	2	28	9422	0
0.905	0	0	91	6	3	28	9422	0
0.906	0	0	91	7	4	28	9422	0
0.907	0	0	91	8	1	24	6882	0
0.908	0	0	91	9	5	24	6882	0
0.909	0	0	91	10	6	26	7708	0
0.91	0	0	92	1	7	24	6882	0
0.911	0	0	92	2	8	28	9422	0
0.912	0	0	92	3	9	28	9422	0
0.913	0	0	92	4	10	24	6882	0
0.914	0	0	92	5	11	26	7708	0
0.915	0	0	92	6	12	28	9422	0
0.916	0	0	92	7	13	28	9422	0
0.917	0	0	92	8	14	24	6882	0
0.932	0	0	94	3	2	28	9422	0
0.933	0	0	94	4	3	28	9422	0
0.934	0	0	94	5	4	28	9422	0
0.935	0	0	94	6	1	24	6882	0
0.936	0	0	94	7	5	24	6882	0
0.937	0	0	94	8	6	26	7708	0
0.938	0	0	94	9	7	24	6882	0
0.939	0	0	94	10	8	28	9422	0
0.94	0	0	95	1	9	28	9422	0
0.941	0	0	95	2	10	24	6882	0
0.942	0	0	95	3	11	26	7708	0
0.943	0	0	95	4	12	28	9422	0
0.944	0	0	95	5	13	28	9422	0
0.945	0	0	95	6	14	24	6882	0
0.96	0	0	97	1	2	28	9422	0
0.961	0	0	97	2	3	28	9422	0
0.962	0	0	97	3	4	28	9422	0
0.963	0	0	97	4	1	24	6882	0
0.964	0	0	97	5	5	24	6882	0
0.965	0	0	97	6	6	26	7708	0
0.966	0	0	97	7	7	24	6882	0
0.967	0	0	97	8	8	28	9422	0
0.968	0	0	97	9	9	28	9422	0
0.969	0	0	97	10	10	24	6882	0
0.97	0	0	98	1	11	26	7708	0
0.971	0	0	98	2	12	28	9422	0
0.972	0	0	98	3	13	28	9422	0
0.973	0	0	98	4	14	24	6882	0
0.988	0	0	99	9	2	28	9422	0
0.989	0	0	99	10	3	28	9422	0
0.99	0	0	100	1	4	28	9422	0
0.991	0	0	100	2	1	24	6882	0
0.992	0	0	100	3	5	24	6882	0
0.993	0	0	100	4	6	26	7708	0
0.994	0	0	100	5	7	24	6882	0
0.995	0	0	100	6	8	28	9422	0
0.996	0	0	100	7	9	28	9422	0
0.997	0	0	100	8	10	24	6882	0
0.998	0	0	100	9	11	26	7708	0
0.999	0	0	100	10	12	28	9422	0
1	0	0	101	1	13	28	9422	0
1.001	0	0	101	2	14	24	6882	0
1.016	0	0	102	7	2	28	9422	0
1.017	0	0	102	8	3	28	9422	0
1.018	0	0	102	9	4	28	9422	0
1.019	0	0	102	10	1	24	6882	0
1.02	0	0	103	1	5	24	6882	0
1.021	0	0	103	2	6	26	7708	0
1.022	0	0	103	3	7	24	6882	0
1.023	0	0	103	4	8	28	9422	0
1.024	0	0	103	5	9	28	9422	0
1.025	0	0	103	6	10	24	6882	0
1.026	0	0	103	7	11	26	7708	0
1.027	0	0	103	8	12	28	9422	0
1.028	0	0	103	9	13	28	9422	0
1.029	0	0	103	10	14	24	6882	0
1.044	0	0	105	5	2	28	9422	0
1.045	0	0	105	6	3	28	9422	0
1.046	0	0	105	7	4	28	9422	0
1.047	0	0	105	8	1	24	6882	0
1.048	0	0	105	9	5	24	6882	0
1.049	0	0	105	10	6	26	7708	0
1.05	0	0	106	1	7	24	6882	0
1.051	0	0	106	2	8	28	9422	0
1.052	0	0	106	3	9	28	9422	0
1.053	0	0	106	4	10	24	6882	0
1.054	0	0	106	5	11	26	7708	0
1.055	0	0	106	6	12	28	9422	0
1.056	0	0	106	7	13	28	9422	0
1.057	0	0	106	8	14	24	6882	0
1.072	0	0	108	3	2	28	9422	0
1.073	0	0	108	4	3	28	9422	0
1.074	0	0	108	5	4	28	9422	0
1.075	0	0	108	6	1	24	6882	0
1.076	0	0	108	7	5	24	6882	0
1.077	0	0	108	8	6	26	7708	0
1.078	0	0	108	9	7	24	6882	0
1.079	0	0	108	10	8	28	9422	0
1.08	0	0	109	1	9	28	9422	0
1.081	0	0	109	2	10	24	6882	0
1.082	0	0	109	3	11	26	7708	0
1.083	0	0	109	4	12	28	9422	0
1.084	0	0	109	5	13	28	9422	0
1.085	0	0	109	6	14	24	6882	0
1.1	0	0	111	1	2	28	9422	0
1.101	0	0	111	2	3	28	9422	0
1.102	0	0	111	3	4	28	9422	0
1.103	0	0	111	4	1	24	6882	0
1.104	0	0	111	5	5	24	6882	0
1.105	0	0	111	6	6	26	7708	0
1.106	0	0	111	7	7	24	6882	0
1.107	0	0	111	8	8	28	9422	0
1.108	0	0	111	9	9	28	9422	0
1.109	0	0	111	10	10	24	6882	0
1.11	0	0	112	1	11	26	7708	0
1.111	0	0	112	2	12	28	9422	0
1.112	0	0	112	3	13	28	9422	0
1.113	0	0	112	4	14	24	6882	0
1.128	0	0	113	9	2	28	9422	0
1.129	0	0	113	10	3	28	9422	0
1.13	0	0	114	1	4	28	9422	0
1.131	0	0	114	2	1	24	6882	0
1.132	0	0	114	3	5	24	6882	0
1.133	0	0	114	4	6	26	7708	0
1.134	0	0	114	5	7	24	6882	0
1.135	0	0	114	6	8	28	9422	0
1.136	0	0	114	7	9	28	9422	0
1.137	0	0	114	8	10	24	6882	0
1.138	0	0	114	9	11	26	7708	0
1.139	0	0	114	10	12	28	9422	0
1.14	0	0	115	1	13	28	9422	0
1.141	0	0	115	2	14	24	6882	0
1.156	0	0	116	7	2	28	9422	0
1.157	0	0	116	8	3	28	9422	0
1.158	0	0	116	9	4	28	9422	0
1.159	0	0	116	10	1	24	6882	0
1.16	0	0	117	1	5	24	6882	0
1.161	0	0	117	2	6	26	7708	0
1.162	0	0	117	3	7	24	6882	0
1.163	0	0	117	4	8	28	9422	0
1.164	0	0	117	5	9	28	9422	0
1.165	0	0	117	6	10	24	6882	0
1.166	0	0	117	7	11	26	7708	0
1.167	0	0	117	8	12	28	9422	0
1.168	0	0	117	9	13	28	9422	0
1.169	0	0	117	10	14	24	6882	0
1.184	0	0	119	5	2	28	9422	0
1.185	0	0	119	6	3	28	9422	0
1.186	0	0	119	7	4	28	9422	0
1.187	0	0	119	8	1	24	6882	0
1.188	0	0	119	9	5	24	6882	0
1.189	0	0	119	10	6	26	7708	0
1.19	0	0	120	1	7	24	6882	0
1.191	0	0	120	2	8	28	9422	0
1.192	0	0	120	3	9	28	9422	0
1.193	0	0	120	4	10	24	6882	0
1.194	0	0	120	5	11	26	7708	0
1.195	0	0	120	6	12	28	9422	0
1.196	0	0	120	7	13	28	9422	0
1.197	0	0	120	8	14	24	6882	0
1.212	0	0	122	3	2	28	9422	0
1.213	0	0	122	4	3	28	9422	0
1.214	0	0	122	5	4	28	9422	0
1.215	0	0	122	6	1	24	6882	0
1.216	0	0	122	7	5	24	6882	0
1.217	0	0	122	8	6	26	7708	0
1.218	0	0	122	9	7	24	6882	0
1.219	0	0	122	10	8	28	9422	0
1.22	0	0	123	1	9	28	9422	0
1.221	0	0	123	2	10	24	6882	0
1.222	0	0	123	3	11	26	7708	0
1.223	0	0	123	4	12	28	9422	0
1.224	0	0	123	5	13	28	9422	0
1.225	0	0	123	6	14	24	6882	0
1.24	0	0	125	1	2	28	9422	0
1.241	0	0	125	2	3	28	9422	0
1.242	0	0	125	3	4	28	9422	0
1.243	0	0	125	4	1	24	6882	0
1.244	0	0	125	5	5	24	6882	0
1.245	0	0	125	6	6	26	7708	0
1.246	0	0	125	7	7	24	6882	0
1.247	0	0	125	8	8	28	9422	0
1.248	0	0	125	9	9	28	9422	0
1.249	0	0	125	10	10	24	6882	0
1.25	0	0	126	1	11	26	7708	0
1.251	0	0	126	2	12	28	9422	0
1.252	0	0	126	3	13	28	9422	0
1.253	0	0	126	4	14	24	6882	0
1.268	0	0	127	9	2	28	9422	0
1.269	0	0	127	10	3	28	9422	0
1.27	0	0	128	1	4	28	9422	0
1.271	0	0	128	2	1	24	6882	0
1.272	0	0	128	3	5	24	6882	0
1.273	0	0	128	4	6	26	7708	0
1.274	0	0	128	5	7	24	6882	0
1.275	0	0	128	6	8	28	9422	0
1.276	0	0	128	7	9	28	9422	0
1.277	0	0	128	8	10	24	6882	0
1.278	0	0	128	9	11	26	7708	0
1.279	0	0	128	10	12	28	9422	0
1.28	0	0	129	1	13	28	9422	0
1.281	0	0	129	2	14	24	6882	0
1.296	0	0	130	7	2	28	9422	0
1.297	0	0	130	8	3	28	9422	0
1.298	0	0	130	9	4	28	9422	0
1.299	0	0	130	10	1	24	6882	0
1.3	0	0	131	1	5	24	6882	0
1.301	0	0	131	2	6	26	7708	0
1.302	0	0	131	3	7	24	6882	0
1.303	0	0	131	4	8	28	9422	0
1.304	0	0	131	5	9	28	9422	0
1.305	0	0	131	6	10	24	6882	0
1.306	0	0	131	7	11	26	7708	0
1.307	0	0	131	8	12	28	9422	0
1.308	0	0	131	9	13	28	9422	0
1.309	0	0	131	10	14	24	6882	0
1.324	0	0	133	5	2	28	9422	0
1.325	0	0	133	6	3	28	9422	0
1.326	0	0	133	7	4	28	9422	0
1.327	0	0	133	8	1	24	6882	0
1.328	0	0	133	9	5	24	6882	0
1.329	0	0	133	10	6	26	7708	0
1.33	0	0	134	1	7	24	6882	0
1.331	0	0	134	2	8	28	9422	0
1.332	0	0	134	3	9	28	9422	0
1.333	0	0	134	4	10	24	6882	0
1.334	0	0	134	5	11	26	7708	0
1.335	0	0	134	6	12	28	9422	0
1.336	0	0	134	7	13	28	9422	0
1.337	0	0	134	8	14	24	6882	0
1.352	0	0	136	3	2	28	9422	0
1.353	0	0	136	4	3	28	9422	0
1.354	0	0	136	5	4	28	9422	0
1.355	0	0	136	6	1	24	6882	0
1.356	0	0	136	7	5	24	6882	0
1.357	0	0	136	8	6	26	7708	0
1.358	0	0	136	9	7	24	6882	0
1.359	0	0	136	10	8	28	9422	0
1.36	0	0	137	1	9	28	9422	0
1.361	0	0	137	2	10	24	6882	0
1.362	0	0	137	3	11	26	7708	0
1.363	0	0	137	4	12	28	9422	0
1.364	0	0	137	5	13	28	9422	0
1.365	0	0	137	6	14	24	6882	0
1.38	0	0	139	1	2	28	9422	0
1.381	0	0	139	2	3	28	9422	0
1.382	0	0	139	3	4	28	9422	0
1.383	0	0	139	4	1	24	6882	0
1.384	0	0	139	5	5	24	6882	0
1.385	0	0	139	6	6	26	7708	0
1.386	0	0	139	7	7	24	6882	0
1.387	0	0	139	8	8	28	9422	0
1.388	0	0	139	9	9	28	9422	0
1.389	0	0	139	10	10	24	6882	0
1.39	0	0	140	1	11	26	7708	0
1.391	0	0	140	2	12	28	9422	0
1.392	0	0	140	3	13	28	9422	0
1.393	0	0	140	4	14	24	6882	0
1.408	0	0	141	9	2	28	9422	0
1.409	0	0	141	10	3	28	9422	0
1.41	0	0	142	1	4	28	9422	0
1.411	0	0	142	2	1	24	6882	0
1.412	0	0	142	3	5	24	6882	0
1.413	0	0	142	4	6	26	7708	0
1.414	0	0	142	5	7	24	6882	0
1.415	0	0	142	6	8	28	9422	0
1.416	0	0	142	7	9	28	9422	0
1.417	0	0	142	8	10	24	6882	0
1.418	0	0	142	9	11	26	7708	0
1.419	0	0	142	10	12	28	9422	0
1.42	0	0	143	1	13	28	9422	0
1.421	0	0	143	2	14	24	6882	0
1.436	0	0	144	7	2	28	9422	0
1.437	0	0	144	8	3	28	9422	0
1.438	0	0	144	9	4	28	9422	0
1.439	0	0	144	10	1	24	6882	0
1.44	0	0	145	1	5	24	6882	0
1.441	0	0	145	2	6	26	7708	0
1.442	0	0	145	3	7	24	6882	0
1.443	0	0	145	4	8	28	9422	0
1.444	0	0	145	5	9	28	9422	0
1.445	0	0	145	6	10	24	6882	0
